Name,Player ID,Helmet URL,Height (in),Height,Overall Rating,Jersey #,Class Year,Redshirt Status,Hometown,Home State,Team ID,Team,Team Logo URL,Conference ID,Conference,Conference Logo URL,Position ID,Position (Short),Position,Unit,Unit ID,Speed,Acceleration,Strength,Agility,Awareness,Jumping,Injury,Stamina,Toughness,Carrying,Break Tackle,Trucking,Change of Direction,Ball Carrier Vision,Stiff Arm,Spin Move,Juke Move,Break Sack,Run Block,Pass Block,Impact Blocking,Run Block Power,Run Block Finesse,Pass Block Power,Pass Block Finesse,Lead Block,Throw Power,Throw Under Pressure,Throw Accuracy Short,Throw Accuracy Mid,Throw Accuracy Deep,Throw on the Run,Play Action,Tackle,Power Moves,Finesse Moves,Block Shedding,Pursuit,Play Recognition,Man Coverage,Zone Coverage,Hit Power,Press,Catching,Spectacular Catch,Catch in Traffic,Short Route Running,Medium Route Running,Deep Route Running,Kick Accuracy,Kick Power,Kick Return,runningStyle,Iteration ID,Iteration
Chris Johnson,23619,"https://ratings-images-prod.pulse.ea.com/college-football-26/helmets/84.png?im=FaceCrop,padding=0.7",72,"6'0""",93,1,Senior,Eligible,Eastvale,California,84,San Diego State,https://drop-assets.ea.com/images/6KGjCQsh4XPeA0HuatKNKN/97e0d7ce98c47d3ed672184b51437263/SanDiegoState.png,MW,Mountain West,https://drop-assets.ea.com/images/4OmYsw94dTPkBlRXiRVIa1/afafe527da38d4d316369849d2975e1f/MW.png,CB,CB,Cornerback,Defense,defense,91,94,62,93,91,92,88,94,81,52,36,36,90,52,41,71,76,37,54,64,42,61,52,38,46,55,11,47,30,36,24,34,27,79,31,35,62,84,93,88,94,68,85,79,63,60,35,35,34,24,39,53,0,cfb-26-national-championship,National Championship
CJ Allen,125,"https://ratings-images-prod.pulse.ea.com/college-football-26/helmets/32.png?im=FaceCrop,padding=0.7",73,"6'1""",93,3,Junior,Eligible,Barnesville,Georgia,32,Georgia,https://drop-assets.ea.com/images/7d9eKLlFWyr6CuWdCp0GCR/952ab68195eb1cea5d0f1733480a5749/Georgia.png,SEC,SEC,https://drop-assets.ea.com/images/797vgRAVGIUkeVe3f1YoLD/5d2ce67b6bcb4fd5adc77f6e5994e5a3/SEC.png,MLB,MIKE,Mike Backer,Defense,defense,84,90,85,83,93,90,92,90,93,57,41,61,79,60,58,64,66,46,52,45,87,52,53,45,45,58,24,36,24,24,24,24,36,94,74,65,86,94,95,67,70,95,56,68,60,50,45,45,45,33,31,54,0,cfb-26-national-championship,National Championship
Dante Moore,4136,"https://ratings-images-prod.pulse.ea.com/college-football-26/helmets/77.png?im=FaceCrop,padding=0.7",75,"6'3""",93,5,Sophomore,Previous,Detroit,Michigan,77,Oregon,https://drop-assets.ea.com/images/73d1889HUnLCQJxRhI72lR/31a586ed1836b72aacd5a5aee3f7fda2/Oregon.png,Big 10,Big Ten,https://drop-assets.ea.com/images/3MVleaeAJeehQC9SCckJe3/9ae157ee548e7d69ff13907c87dec94a/Big10.png,QB,QB,Quarterback,Offense,offense,86,88,71,87,87,87,92,91,88,65,74,67,86,82,64,79,83,85,47,47,51,44,40,46,46,45,94,85,94,91,93,89,92,41,43,43,40,68,45,44,37,45,39,42,44,39,42,28,26,27,27,27,0,cfb-26-national-championship,National Championship
Denzel Boston,4578,"https://ratings-images-prod.pulse.ea.com/college-football-26/helmets/120.png?im=FaceCrop,padding=0.7",76,"6'4""",93,12,Junior,Previous,South Hill,Washington,120,Washington,https://drop-assets.ea.com/images/2Vab3eSEdDS6NoYhXRaz3X/1cdf2ec66878087df917f8f2e96c7981/Washington.png,Big 10,Big Ten,https://drop-assets.ea.com/images/3MVleaeAJeehQC9SCckJe3/9ae157ee548e7d69ff13907c87dec94a/Big10.png,WR,WR,Wide Receiver,Offense,offense,89,92,81,88,89,95,94,90,95,82,74,75,86,84,76,83,86,49,65,35,63,56,58,34,35,57,34,34,35,34,23,45,31,51,46,43,49,62,51,34,35,59,36,92,97,95,94,94,94,33,36,80,0,cfb-26-national-championship,National Championship
Derrick Moore,19237,"https://ratings-images-prod.pulse.ea.com/college-football-26/helmets/54.png?im=FaceCrop,padding=0.7",75,"6'3""",93,8,Senior,Eligible,Baltimore,Maryland,54,Michigan,https://drop-assets.ea.com/images/673hbkX800zHSpSNnzvsl0/7b6e1ea7aaae0a61245b1353c6867546/Michigan.png,Big 10,Big Ten,https://drop-assets.ea.com/images/3MVleaeAJeehQC9SCckJe3/9ae157ee548e7d69ff13907c87dec94a/Big10.png,RE,REDG,Right Edge,Defense,defense,84,88,88,80,96,81,88,87,90,57,43,55,69,40,44,31,31,45,48,57,79,59,50,50,52,43,16,32,14,20,13,10,28,87,95,90,87,94,97,31,45,90,35,33,31,31,31,31,31,34,26,41,0,cfb-26-national-championship,National Championship
Diego Pavia,4179,"https://ratings-images-prod.pulse.ea.com/college-football-26/helmets/116.png?im=FaceCrop,padding=0.7",72,"6'0""",93,2,Senior,Previous,Albuquerque,New Mexico,116,Vanderbilt,https://drop-assets.ea.com/images/6MJh4ZVZtelXlqFpzYB7cW/45d42bab4918fc10192b5ecbdad7aa65/Vanderbilt.png,SEC,SEC,https://drop-assets.ea.com/images/797vgRAVGIUkeVe3f1YoLD/5d2ce67b6bcb4fd5adc77f6e5994e5a3/SEC.png,QB,QB,Quarterback,Offense,offense,89,91,78,90,99,84,95,99,97,86,85,74,89,96,72,86,88,90,30,41,33,28,29,28,32,36,88,86,93,91,90,89,96,45,41,38,35,47,54,22,31,42,30,57,22,22,22,24,26,43,45,28,0,cfb-26-national-championship,National Championship
Eli Stowers,23391,"https://ratings-images-prod.pulse.ea.com/college-football-26/helmets/116.png?im=FaceCrop,padding=0.7",76,"6'4""",93,9,Senior,Previous,Denton,Texas,116,Vanderbilt,https://drop-assets.ea.com/images/6MJh4ZVZtelXlqFpzYB7cW/45d42bab4918fc10192b5ecbdad7aa65/Vanderbilt.png,SEC,SEC,https://drop-assets.ea.com/images/797vgRAVGIUkeVe3f1YoLD/5d2ce67b6bcb4fd5adc77f6e5994e5a3/SEC.png,TE,TE,Tight End,Offense,offense,90,90,73,89,89,93,90,88,83,82,81,76,85,87,76,83,86,83,58,58,59,56,57,56,58,64,91,66,78,75,72,84,65,51,47,53,45,53,46,24,24,53,35,92,92,88,87,83,77,31,34,64,0,cfb-26-national-championship,National Championship
Emmanuel McNeil-Warren,8460,"https://ratings-images-prod.pulse.ea.com/college-football-26/helmets/99.png?im=FaceCrop,padding=0.7",74,"6'2""",93,7,Senior,Eligible,Tampa,Florida,99,Toledo,https://drop-assets.ea.com/images/7vgGPEEoOcRKRgXorkwiTo/89f42a398a0ecbdecf5a4b7ceae5b576/Toledo.png,MAC,MAC,https://drop-assets.ea.com/images/46tLd8HfZDWQQqBvxwZoV7/d9f8b5dbc60061d142ceabaa6c3780b5/MAC.png,FS,FS,Free Safety,Defense,defense,88,89,77,85,93,89,97,95,95,59,55,53,83,71,50,63,70,35,50,63,71,64,53,45,53,57,29,47,27,26,28,18,40,85,40,37,73,89,91,76,90,93,77,81,67,65,30,27,27,23,21,46,0,cfb-26-national-championship,National Championship
Emmett Johnson,20161,"https://ratings-images-prod.pulse.ea.com/college-football-26/helmets/62.png?im=FaceCrop,padding=0.7",71,"5'11""",93,21,Junior,Previous,Minneapolis,Minnesota,62,Nebraska,https://drop-assets.ea.com/images/4vgLmSEb0viz84J4VDRtuA/8cf5460594503ad836b9fe9f9b0183b3/Nebraska.png,Big 10,Big Ten,https://drop-assets.ea.com/images/3MVleaeAJeehQC9SCckJe3/9ae157ee548e7d69ff13907c87dec94a/Big10.png,HB,HB,Halfback,Offense,offense,91,93,66,89,93,86,88,91,89,92,90,71,87,89,65,89,91,47,45,56,59,35,30,57,55,54,16,28,14,31,19,20,42,35,31,33,36,39,45,41,39,40,33,84,74,77,83,73,65,42,44,74,0,cfb-26-national-championship,National Championship
Gennings Dunker,10544,"https://ratings-images-prod.pulse.ea.com/college-football-26/helmets/39.png?im=FaceCrop,padding=0.7",77,"6'5""",93,67,Senior,Previous,Lena,Illinois,39,Iowa,https://drop-assets.ea.com/images/2uJL4jhsAyv8528zATHu8Z/4097856daa9c6dafcaeb4ca71e1fd852/Iowa.png,Big 10,Big Ten,https://drop-assets.ea.com/images/3MVleaeAJeehQC9SCckJe3/9ae157ee548e7d69ff13907c87dec94a/Big10.png,RT,RT,Right Tackle,Offense,offense,68,74,96,70,95,72,89,86,96,35,40,40,54,43,43,30,25,33,95,87,97,91,98,93,82,93,24,26,10,15,29,36,36,42,55,27,54,26,35,11,12,57,15,25,29,27,30,25,21,15,16,12,0,cfb-26-national-championship,National Championship
Jermod McCoy,20215,"https://ratings-images-prod.pulse.ea.com/college-football-26/helmets/94.png?im=FaceCrop,padding=0.7",72,"6'0""",93,3,Junior,Eligible,Whitehouse,Texas,94,Tennessee,https://drop-assets.ea.com/images/36J1zxouGBqzxKSyygH7uW/35bfbc6d00f6041cb7c0e87e52761d16/Tennessee.png,SEC,SEC,https://drop-assets.ea.com/images/797vgRAVGIUkeVe3f1YoLD/5d2ce67b6bcb4fd5adc77f6e5994e5a3/SEC.png,CB,CB,Cornerback,Defense,defense,91,95,67,97,88,97,83,93,87,62,73,55,95,72,57,77,83,43,36,33,59,35,35,32,32,50,33,35,34,14,10,34,29,76,35,41,60,83,91,90,93,79,88,81,74,67,34,35,34,35,31,68,0,cfb-26-national-championship,National Championship
Jonah Coleman,21271,"https://ratings-images-prod.pulse.ea.com/college-football-26/helmets/120.png?im=FaceCrop,padding=0.7",69,"5'9""",93,1,Senior,Eligible,Stockton,California,120,Washington,https://drop-assets.ea.com/images/2Vab3eSEdDS6NoYhXRaz3X/1cdf2ec66878087df917f8f2e96c7981/Washington.png,Big 10,Big Ten,https://drop-assets.ea.com/images/3MVleaeAJeehQC9SCckJe3/9ae157ee548e7d69ff13907c87dec94a/Big10.png,HB,HB,Halfback,Offense,offense,88,92,83,85,87,84,95,95,98,97,93,95,85,86,87,86,86,47,54,64,66,52,54,64,62,61,35,25,35,33,31,45,25,60,46,44,51,57,49,34,35,63,36,74,65,67,73,64,56,32,32,70,0,cfb-26-national-championship,National Championship
Julian Sayin,7401,"https://ratings-images-prod.pulse.ea.com/college-football-26/helmets/72.png?im=FaceCrop,padding=0.7",73,"6'1""",93,10,Sophomore,Eligible,Carlsbad,California,72,Ohio State,https://drop-assets.ea.com/images/1dUQVKJBqNFYCpHzWMkzHV/a3d0913ebb0be4b2a7f1002af985cd98/OhioState.png,Big 10,Big Ten,https://drop-assets.ea.com/images/3MVleaeAJeehQC9SCckJe3/9ae157ee548e7d69ff13907c87dec94a/Big10.png,QB,QB,Quarterback,Offense,offense,81,87,61,84,86,79,87,89,85,69,63,47,83,79,45,74,77,68,25,22,35,24,24,23,22,31,94,86,95,94,91,88,83,40,36,36,36,65,45,45,51,41,34,50,47,41,42,28,29,29,40,25,0,cfb-26-national-championship,National Championship
Keagen Trost,1228,"https://ratings-images-prod.pulse.ea.com/college-football-26/helmets/59.png?im=FaceCrop,padding=0.7",76,"6'4""",93,79,Senior,Previous,Kankakee,Illinois,59,Missouri,https://drop-assets.ea.com/images/5RtBgdfJvRGi7s2zECGwFS/0c03c9987c80af9965358e0b675d8b03/Missouri.png,SEC,SEC,https://drop-assets.ea.com/images/797vgRAVGIUkeVe3f1YoLD/5d2ce67b6bcb4fd5adc77f6e5994e5a3/SEC.png,RT,RT,Right Tackle,Offense,offense,72,80,93,77,90,71,86,90,89,54,38,39,57,38,40,33,31,33,95,88,88,95,95,93,91,92,24,38,21,20,18,33,26,38,53,36,53,36,38,34,32,58,33,33,37,36,32,31,34,38,34,37,0,cfb-26-national-championship,National Championship
Keldric Faulk,22928,"https://ratings-images-prod.pulse.ea.com/college-football-26/helmets/9.png?im=FaceCrop,padding=0.7",78,"6'6""",93,15,Junior,Eligible,Highland Home,Alabama,9,Auburn,https://drop-assets.ea.com/images/7Dd4VcL4cnzkEJEYd5FGEl/0f7d5cbd0a7594cd40d4508073f09325/Auburn.png,SEC,SEC,https://drop-assets.ea.com/images/797vgRAVGIUkeVe3f1YoLD/5d2ce67b6bcb4fd5adc77f6e5994e5a3/SEC.png,LE,LEDG,Left Edge,Defense,defense,78,86,92,81,89,84,94,87,93,58,45,58,71,44,45,42,46,41,58,52,88,59,50,55,50,54,35,25,34,31,25,28,26,90,96,75,91,87,85,35,44,91,44,52,42,42,42,42,42,25,30,25,0,cfb-26-national-championship,National Championship
KJ Bolden,917,"https://ratings-images-prod.pulse.ea.com/college-football-26/helmets/32.png?im=FaceCrop,padding=0.7",72,"6'0""",93,4,Sophomore,Eligible,Buford,Georgia,32,Georgia,https://drop-assets.ea.com/images/7d9eKLlFWyr6CuWdCp0GCR/952ab68195eb1cea5d0f1733480a5749/Georgia.png,SEC,SEC,https://drop-assets.ea.com/images/797vgRAVGIUkeVe3f1YoLD/5d2ce67b6bcb4fd5adc77f6e5994e5a3/SEC.png,FS,FS,Free Safety,Defense,defense,93,95,62,92,86,93,88,89,87,47,70,42,89,70,41,73,77,35,51,52,60,61,54,52,52,50,30,36,29,10,12,11,25,82,42,49,63,88,88,90,89,84,79,77,75,65,73,65,73,40,27,72,0,cfb-26-national-championship,National Championship
Malachi Toney,25282,"https://ratings-images-prod.pulse.ea.com/college-football-26/helmets/52.png?im=FaceCrop,padding=0.7",71,"5'11""",93,10,Freshman,Eligible,Liberty City,Florida,52,Miami,https://drop-assets.ea.com/images/4cmIyUOVj1BdzyI08TJuTV/09d58d278cc60608c23a8894a74b5c50/Miami.png,ACC,ACC,https://drop-assets.ea.com/images/63IBTgQo7jjk0Ny2g71yxn/0210a2f5caa5dd6da384ef7975aa7224/ACC.png,WR,WR,Wide Receiver,Offense,offense,92,97,57,97,85,92,92,93,89,65,88,51,96,93,44,91,97,57,51,42,48,45,49,35,39,42,62,45,61,51,42,64,39,31,28,31,37,34,49,58,40,34,36,90,95,88,95,92,85,27,29,88,0,cfb-26-national-championship,National Championship
Olaivavega Ioane,9155,"https://ratings-images-prod.pulse.ea.com/college-football-26/helmets/79.png?im=FaceCrop,padding=0.7",76,"6'4""",93,71,Junior,Previous,Graham,Washington,79,Penn State,https://drop-assets.ea.com/images/53QaOtTut7hjYgfTpmaxzL/c02f2128a7723c7ad21c1244a07bf05f/PennState.png,Big 10,Big Ten,https://drop-assets.ea.com/images/3MVleaeAJeehQC9SCckJe3/9ae157ee548e7d69ff13907c87dec94a/Big10.png,LG,LG,Left Guard,Offense,offense,59,67,97,60,93,65,94,91,97,50,46,44,52,49,49,26,26,29,88,91,95,92,87,94,88,86,15,41,17,11,14,33,38,49,69,25,60,24,44,24,24,67,24,28,24,26,24,24,26,26,49,27,0,cfb-26-national-championship,National Championship
Pat Coogan,22172,"https://ratings-images-prod.pulse.ea.com/college-football-26/helmets/38.png?im=FaceCrop,padding=0.7",77,"6'5""",93,78,Senior,Previous,Palos Heights,Illinois,38,Indiana,https://drop-assets.ea.com/images/4toZEtAPrEnU1X3Dqwbh93/68d698b574fe80c91a0946d56fa29da5/Indiana.png,Big 10,Big Ten,https://drop-assets.ea.com/images/3MVleaeAJeehQC9SCckJe3/9ae157ee548e7d69ff13907c87dec94a/Big10.png,C,C,Center,Offense,offense,61,73,87,71,97,72,84,87,89,53,37,36,61,36,37,33,32,45,87,91,88,85,89,91,92,92,37,42,19,35,32,24,42,36,43,42,43,32,37,36,33,47,33,36,34,32,31,32,31,48,28,32,0,cfb-26-national-championship,National Championship
Shadre Hurst,1567,"https://ratings-images-prod.pulse.ea.com/college-football-26/helmets/101.png?im=FaceCrop,padding=0.7",74,"6'2""",93,56,Junior,Previous,Cartersville,Georgia,101,Tulane,https://drop-assets.ea.com/images/2bzOwGrzuzUYdzLM8l26H/550fca554668c6c58c4412bf587b2404/Tulane.png,AAC,The American,https://drop-assets.ea.com/images/5ukEVuuXMotcVidwoJRkdS/e15cc52f959fc4731c169c510cadcd21/AAC.png,LG,LG,Left Guard,Offense,offense,66,75,92,66,92,66,92,94,89,50,39,36,59,37,35,30,25,24,89,89,91,90,88,94,92,89,16,35,35,32,24,16,47,36,49,27,47,30,37,26,26,48,26,27,28,24,27,30,24,41,26,25,0,cfb-26-national-championship,National Championship
Sonny Styles,21951,"https://ratings-images-prod.pulse.ea.com/college-football-26/helmets/72.png?im=FaceCrop,padding=0.7",77,"6'5""",93,0,Senior,Eligible,Pickerington,Ohio,72,Ohio State,https://drop-assets.ea.com/images/1dUQVKJBqNFYCpHzWMkzHV/a3d0913ebb0be4b2a7f1002af985cd98/OhioState.png,Big 10,Big Ten,https://drop-assets.ea.com/images/3MVleaeAJeehQC9SCckJe3/9ae157ee548e7d69ff13907c87dec94a/Big10.png,ROLB,WILL,Will Backer,Defense,defense,93,92,83,87,89,93,92,95,91,62,54,70,83,65,71,68,72,36,56,64,77,60,55,53,60,54,24,36,24,24,24,24,36,92,77,73,76,95,89,75,83,96,72,68,65,59,47,47,47,36,36,47,0,cfb-26-national-championship,National Championship
Spencer Fano,6054,"https://ratings-images-prod.pulse.ea.com/college-football-26/helmets/112.png?im=FaceCrop,padding=0.7",78,"6'6""",93,55,Junior,Eligible,Spanish Fork,Utah,112,Utah,https://drop-assets.ea.com/images/6XEb28R8Ns20y3paG4TwhR/a799891a7454e54b8ff988a343b3fa59/Utah.png,Big 12,Big 12,https://drop-assets.ea.com/images/3gwMcSmhfgpvy3vrlTmg4E/cf43c91cd3cea31f6aef33a0c3136464/Big12.png,RT,RT,Right Tackle,Offense,offense,75,84,88,79,97,77,94,92,95,56,41,38,67,40,38,33,35,45,90,94,87,87,94,89,96,96,21,41,22,33,26,14,29,39,54,42,50,31,46,32,36,57,34,36,34,33,35,31,36,32,37,36,0,cfb-26-national-championship,National Championship
Trey Zuhn III,19664,"https://ratings-images-prod.pulse.ea.com/college-football-26/helmets/95.png?im=FaceCrop,padding=0.7",78,"6'6""",93,60,Senior,Previous,Fort Collins,Colorado,95,Texas A&M,https://drop-assets.ea.com/images/2tcCH08VWS0SyGqsbg8WFC/9b0158773d11a3333564a0848ee49d60/TexasA_M.png,SEC,SEC,https://drop-assets.ea.com/images/797vgRAVGIUkeVe3f1YoLD/5d2ce67b6bcb4fd5adc77f6e5994e5a3/SEC.png,LT,LT,Left Tackle,Offense,offense,69,74,92,68,93,72,89,88,91,54,42,42,56,39,42,34,32,48,87,93,96,86,89,94,93,88,36,40,27,37,25,26,39,40,58,33,52,30,44,12,13,58,14,31,35,33,29,35,33,30,46,32,0,cfb-26-national-championship,National Championship
Aiden Fisher,18792,"https://ratings-images-prod.pulse.ea.com/college-football-26/helmets/38.png?im=FaceCrop,padding=0.7",73,"6'1""",92,4,Senior,Eligible,Fredericksburg,Virginia,38,Indiana,https://drop-assets.ea.com/images/4toZEtAPrEnU1X3Dqwbh93/68d698b574fe80c91a0946d56fa29da5/Indiana.png,Big 10,Big Ten,https://drop-assets.ea.com/images/3MVleaeAJeehQC9SCckJe3/9ae157ee548e7d69ff13907c87dec94a/Big10.png,MLB,MIKE,Mike Backer,Defense,defense,84,87,83,79,98,80,94,95,90,58,38,45,78,32,47,47,52,39,40,52,63,52,45,45,46,41,28,28,21,24,35,24,27,95,59,67,80,93,98,63,67,88,25,67,29,34,27,25,29,25,34,40,0,cfb-26-national-championship,National Championship
Akheem Mesidor,4125,"https://ratings-images-prod.pulse.ea.com/college-football-26/helmets/52.png?im=FaceCrop,padding=0.7",75,"6'3""",92,3,Senior,Previous,Ottawa,Non-US,52,Miami,https://drop-assets.ea.com/images/4cmIyUOVj1BdzyI08TJuTV/09d58d278cc60608c23a8894a74b5c50/Miami.png,ACC,ACC,https://drop-assets.ea.com/images/63IBTgQo7jjk0Ny2g71yxn/0210a2f5caa5dd6da384ef7975aa7224/ACC.png,LE,LEDG,Left Edge,Defense,defense,79,87,90,79,92,74,87,76,85,53,43,42,70,44,43,31,28,38,51,60,79,59,48,49,52,45,23,41,12,37,30,30,32,87,96,87,87,93,93,39,39,85,26,31,31,31,27,28,30,48,25,38,0,cfb-26-national-championship,National Championship
Beau Stephens,23386,"https://ratings-images-prod.pulse.ea.com/college-football-26/helmets/39.png?im=FaceCrop,padding=0.7",77,"6'5""",92,70,Senior,Previous,Blue Springs,Missouri,39,Iowa,https://drop-assets.ea.com/images/2uJL4jhsAyv8528zATHu8Z/4097856daa9c6dafcaeb4ca71e1fd852/Iowa.png,Big 10,Big Ten,https://drop-assets.ea.com/images/3MVleaeAJeehQC9SCckJe3/9ae157ee548e7d69ff13907c87dec94a/Big10.png,LG,LG,Left Guard,Offense,offense,63,72,92,66,93,69,85,84,92,54,42,42,53,45,44,30,28,43,83,87,89,86,84,94,91,86,20,34,15,18,24,18,39,42,57,34,53,33,37,27,26,59,29,28,30,28,27,30,31,43,48,32,0,cfb-26-national-championship,National Championship
Bray Hubbard,8202,"https://ratings-images-prod.pulse.ea.com/college-football-26/helmets/3.png?im=FaceCrop,padding=0.7",74,"6'2""",92,18,Junior,Eligible,Ocean Springs,Mississippi,3,Alabama,https://drop-assets.ea.com/images/4z6TcVZ4bJOd6WDZGPaxJM/36515e925d105ec3a40f28a6e03011ac/Alabama.png,SEC,SEC,https://drop-assets.ea.com/images/797vgRAVGIUkeVe3f1YoLD/5d2ce67b6bcb4fd5adc77f6e5994e5a3/SEC.png,SS,SS,Strong Safety,Defense,defense,89,92,74,86,96,87,90,91,91,60,55,65,85,62,60,66,67,42,49,51,67,67,54,51,51,56,19,48,10,12,26,16,45,76,45,51,67,89,95,80,90,87,73,77,62,65,32,34,30,24,29,65,0,cfb-26-national-championship,National Championship
Chris Brazzell II,21200,"https://ratings-images-prod.pulse.ea.com/college-football-26/helmets/94.png?im=FaceCrop,padding=0.7",77,"6'5""",92,17,Junior,Previous,Midland,Texas,94,Tennessee,https://drop-assets.ea.com/images/36J1zxouGBqzxKSyygH7uW/35bfbc6d00f6041cb7c0e87e52761d16/Tennessee.png,SEC,SEC,https://drop-assets.ea.com/images/797vgRAVGIUkeVe3f1YoLD/5d2ce67b6bcb4fd5adc77f6e5994e5a3/SEC.png,WR,WR,Wide Receiver,Offense,offense,91,91,72,89,93,92,89,91,91,72,76,63,86,79,72,77,83,41,55,34,38,30,29,34,22,35,26,38,10,37,23,12,24,50,37,39,45,51,37,33,41,54,30,92,95,92,91,93,96,30,26,66,0,cfb-26-national-championship,National Championship
Emmanuel Pregnon,20332,"https://ratings-images-prod.pulse.ea.com/college-football-26/helmets/77.png?im=FaceCrop,padding=0.7",77,"6'5""",92,75,Senior,Previous,Denver,Colorado,77,Oregon,https://drop-assets.ea.com/images/73d1889HUnLCQJxRhI72lR/31a586ed1836b72aacd5a5aee3f7fda2/Oregon.png,Big 10,Big Ten,https://drop-assets.ea.com/images/3MVleaeAJeehQC9SCckJe3/9ae157ee548e7d69ff13907c87dec94a/Big10.png,LG,LG,Left Guard,Offense,offense,71,77,93,62,96,60,92,87,86,52,41,39,54,39,41,26,27,41,85,90,92,87,85,93,89,86,14,43,34,29,20,29,43,40,58,28,53,25,42,26,26,58,25,24,24,27,24,24,26,27,25,27,0,cfb-26-national-championship,National Championship
Jaeden Roberts,20923,"https://ratings-images-prod.pulse.ea.com/college-football-26/helmets/3.png?im=FaceCrop,padding=0.7",77,"6'5""",92,77,Senior,Previous,Houston,Texas,3,Alabama,https://drop-assets.ea.com/images/4z6TcVZ4bJOd6WDZGPaxJM/36515e925d105ec3a40f28a6e03011ac/Alabama.png,SEC,SEC,https://drop-assets.ea.com/images/797vgRAVGIUkeVe3f1YoLD/5d2ce67b6bcb4fd5adc77f6e5994e5a3/SEC.png,RG,RG,Right Guard,Offense,offense,75,80,99,67,94,78,89,87,95,34,42,39,55,41,40,27,27,33,91,80,94,93,88,89,71,81,34,35,12,27,32,30,39,43,58,31,55,30,52,14,15,55,13,35,26,30,29,25,21,29,47,31,0,cfb-26-national-championship,National Championship
Jake Slaughter,4267,"https://ratings-images-prod.pulse.ea.com/college-football-26/helmets/29.png?im=FaceCrop,padding=0.7",77,"6'5""",92,66,Senior,Previous,Sparr,Florida,29,Florida,https://drop-assets.ea.com/images/3H8gtlAFGKdl7HVzlJa5LX/87b1ff42d87cd7eb905c092928ea7254/Florida.png,SEC,SEC,https://drop-assets.ea.com/images/797vgRAVGIUkeVe3f1YoLD/5d2ce67b6bcb4fd5adc77f6e5994e5a3/SEC.png,C,C,Center,Offense,offense,70,79,90,73,93,72,92,94,92,45,32,35,60,40,32,34,34,24,87,90,90,85,89,94,88,92,26,32,18,33,28,27,47,36,43,42,42,40,36,23,24,45,22,42,40,35,33,31,24,30,31,26,0,cfb-26-national-championship,National Championship
Jordan Seaton,8663,"https://ratings-images-prod.pulse.ea.com/college-football-26/helmets/21.png?im=FaceCrop,padding=0.7",77,"6'5""",92,77,Sophomore,Eligible,Washington,D.C.,21,Colorado,https://drop-assets.ea.com/images/2AYHhc74pJtMRVDGKJSX9j/dce59f1380d86ad398ee57260fc998e1/Colorado.png,Big 12,Big 12,https://drop-assets.ea.com/images/3gwMcSmhfgpvy3vrlTmg4E/cf43c91cd3cea31f6aef33a0c3136464/Big12.png,LT,LT,Left Tackle,Offense,offense,78,85,91,79,87,80,92,91,85,52,41,41,65,42,42,45,49,36,83,94,90,80,86,91,95,95,29,47,16,19,33,11,30,39,53,56,52,49,50,47,43,54,47,49,46,45,39,42,35,33,32,25,0,cfb-26-national-championship,National Championship
Josh Moten,5535,"https://ratings-images-prod.pulse.ea.com/college-football-26/helmets/89.png?im=FaceCrop,padding=0.7",72,"6'0""",92,1,Senior,Previous,Waldorf,Maryland,89,Southern Miss,https://drop-assets.ea.com/images/6lnk2PD9LKKHGXCzKHA2Q9/44e2a38b7bd119d68b6f38c43a433fbd/SouthernMiss.png,Sun Belt,Sun Belt,https://drop-assets.ea.com/images/29difgczGFnZz2xDSuhTRV/da1c3b32970ace832be0de3c9d89ff7b/SunBelt.png,CB,CB,Cornerback,Defense,defense,94,95,53,93,93,92,93,95,84,54,65,29,92,71,33,75,81,32,41,35,54,34,42,34,35,45,23,31,17,11,21,20,42,71,31,33,51,84,93,87,93,68,76,84,68,65,45,42,40,21,21,67,0,cfb-26-national-championship,National Championship
Justin Joly,22301,"https://ratings-images-prod.pulse.ea.com/college-football-26/helmets/61.png?im=FaceCrop,padding=0.7",75,"6'3""",92,7,Senior,Eligible,Brewster,New York,61,NC State,https://drop-assets.ea.com/images/2CO36nU3mjTXlt2nmZw6gz/d5216136c4adc18c5bdcac73898a8cbd/NCState.png,ACC,ACC,https://drop-assets.ea.com/images/63IBTgQo7jjk0Ny2g71yxn/0210a2f5caa5dd6da384ef7975aa7224/ACC.png,TE,TE,Tight End,Offense,offense,84,86,78,83,92,87,94,96,92,79,77,78,81,84,78,79,82,48,65,62,62,59,61,55,61,59,48,31,42,35,33,47,34,54,58,52,54,63,49,42,44,55,48,89,90,89,84,79,72,26,27,75,0,cfb-26-national-championship,National Championship
Kadyn Proctor,20338,"https://ratings-images-prod.pulse.ea.com/college-football-26/helmets/3.png?im=FaceCrop,padding=0.7",79,"6'7""",92,74,Junior,Eligible,Des Moines,Iowa,3,Alabama,https://drop-assets.ea.com/images/4z6TcVZ4bJOd6WDZGPaxJM/36515e925d105ec3a40f28a6e03011ac/Alabama.png,SEC,SEC,https://drop-assets.ea.com/images/797vgRAVGIUkeVe3f1YoLD/5d2ce67b6bcb4fd5adc77f6e5994e5a3/SEC.png,LT,LT,Left Tackle,Offense,offense,67,77,98,74,88,74,95,83,99,74,65,75,59,55,78,33,32,35,88,92,99,90,86,96,86,87,35,12,15,15,15,11,11,46,68,50,59,42,50,15,17,65,15,43,40,44,25,21,20,30,32,33,0,cfb-26-national-championship,National Championship
